Source,File_Name,Cycle_Duration_sec,V_max,V_min,V_mean,C_rate_max,C_rate_min,C_rate_mean,Temp_max,Temp_mean,Target_Capacity_Ah,battery_id,cycle,chI,disI,SOH,RUL,SOC (%),Current (A),Ambient Temp (°C),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell8_cyc7500,0.03191803733352572,4.1842947,2.7000518,3.735530901123596,0.0,-765.7531184193473,-382.91038708007517,41.653828,40.598971084813336,0.566657307630317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell8_cyc7600,0.03184563503600657,4.1842146,2.7002923,3.7352430592081367,0.0,-764.0050632246963,-382.0719656185944,41.703732,40.643328540864516,0.5653637467862752,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell8_cyc7700,0.031709372298792005,4.1811676,2.7000115,3.7365321754834007,0.0,-760.7663639585343,-380.4183216327948,41.778606,40.598782587012046,0.5629671093293154,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell8_cyc7800,0.031689972849562764,4.1840138,2.7000518,3.7342924375912405,0.0,-760.2709424828103,-380.2645207442638,41.641361,40.573826506204384,0.5626004974372796,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell8_cyc7900,0.03160562377888709,4.1837735,2.6999314,3.7343474233162515,0.0,-758.2583079610602,-379.16153273973924,41.716198,40.62379052635432,0.5611111478911844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell8_cyc8000,0.031440110760740936,4.1804457,2.6999714,3.7366520384473874,0.0,-754.2717345550262,-377.20891621729015,41.841015,40.60300322075055,0.5581610835707194,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell8_cyc8100,0.03148382261861116,4.1833725,2.7000918,3.7336214842027924,0.0,-755.3488384027751,-377.7777997683652,41.653828,40.56398922409993,0.5589581404180535,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,01-12-18_01.14 589_Charge7.mat,12061.573996022344,4.19995,3.37736,3.8990621359223305,0.99951,0.0,0.2275145631067961,25.02773,16.73705296116505,2.342593293975256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,01-12-18_04.35 589_Mixed2_0degC_LGHG2.mat,7230.043000727892,4.20215,2.87544,3.656769814115597,1.0156866666666666,-5.686253333333333,-0.38981021087184026,2.31349,0.18303245826590878,3.3870377350995873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,01-12-18_06.36 589_Charge8.mat,12057.740995287895,4.19995,3.35578,3.8938384466019413,1.00036,0.0,0.22738637540453074,24.92257,16.645167184466022,2.3420494244555194,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,01-12-18_14.21 590_Mixed4_0degC_LGHG2.mat,6802.4789951741695,4.20029,2.79268,3.669938527055433,1.0148333333333335,-5.860783333333334,-0.4108584292021305,3.47023,0.32416781292722,3.336295289140767,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,01-12-18_16.16 590_Charge11.mat,12052.330000698566,4.19995,3.41158,3.908245170731707,0.99951,0.0,0.2263360650406504,25.13289,16.729954000000003,2.3198372671065943,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,01-12-18_19.37 590_Mixed5_0degC_LGHG2.mat,6499.237992614508,4.204,2.79942,3.63484430371567,1.01824,-5.39679,-0.42957361150857754,2.10317,0.2620348748365259,3.2632408091352696,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,01-12-18_21.26 590_Charge12.mat,12046.710005030036,4.19995,3.39219,3.9033600487804883,1.00036,0.0,0.22615746341463414,25.13289,16.691994390243902,2.3179267493984756,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,02-12-18_00.47 590_Mixed6_0degC_LGHG2.mat,6248.082998022437,4.20248,2.79892,3.647543141014356,1.0029166666666667,-5.70243,-0.4474036740126648,3.78571,0.43109075028407723,3.3237098679866364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,02-12-18_02.32 590_Charge13.mat,12051.509003341198,4.19995,3.38494,3.9010700975609756,1.00036,0.0,0.22643156097560976,25.13289,16.76073204878049,2.3208055936469885,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,02-12-18_05.53 590_Mixed7_0degC_LGHG2.mat,6153.800005093217,4.19995,2.79807,3.6219564525511863,1.01824,-5.57047,-0.4539682907593977,3.25991,0.42568896717582067,3.26951203140195,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,02-12-18_07.36 590_Charge14.mat,12036.612996831536,4.19995,3.38225,3.900239804878049,1.00036,0.0,0.2262031544715447,25.13289,16.75406351219512,2.3182514051722687,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,02-12-18_13.05 590_Charge15.mat,12053.666998073459,4.19995,3.36151,3.8947829756097563,0.99951,0.0,0.22654783739837397,25.13289,16.787406585365854,2.322026965096774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,02-12-18_16.25 590_PausCycl_0degC_LGHG2.mat,2629.872005805373,4.20467,3.64576,4.037096927493252,1.00036,-2.4996033333333334,-0.1682130818853529,0.21032,-0.2177302501806015,0.6422050217101676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,02-12-18_17.10 590_Charge16.mat,8847.497997432947,4.19995,0.0,4.119882352941177,0.99951,0.0,0.04635797385620915,24.50194,13.927664117647058,0.35418993575368074,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-29-18_18.53 589_Charge1.mat,7506.036001816392,4.19979,4.18478,4.190444732824427,0.063,0.0,0.00141676844783715,23.97615,12.114906030534351,0.00851929704302922,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-29-18_20.59 589_Cap_1C_10degC_LGHG2.mat,3617.9209917783737,4.19169,2.79993,3.440217923497268,0.0,-1.0003533333333332,-0.8115639526411655,2.20833,0.8929858469945354,2.469362265191982,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-29-18_22.00 589_Charge2.mat,12176.732001453638,4.19995,3.24756,3.859285072463768,1.00036,0.0,0.23687038647342995,25.13289,16.82942995169082,2.451563215501369,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-30-18_05.18 589_Charge3.mat,12082.642006874084,4.19995,3.34938,3.892108495145631,0.99951,0.0,0.22878333333333334,25.13289,16.772786893203886,2.3559541727588003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-30-18_08.39 589_HWFET_0degC_LGHG2.mat,4967.570993676782,4.20113,2.93663,3.584187563106405,1.00036,-2.4366,-0.5676773263148007,1.57738,0.2869927086436652,2.644622445490253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-30-18_10.03 589_Charge4.mat,12050.900004431605,4.19995,3.39371,3.9032482926829273,0.99951,0.0,0.22817585365853657,24.92257,16.67147556097561,2.3386751283584584,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-30-18_15.41 589_Charge5.mat,12062.322000414133,4.19995,3.35528,3.894122233009709,0.99951,0.0,0.2279526051779935,25.23805,16.752877961165048,2.3471178958846353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-30-18_19.02 589_US06_0degC_LGHG2.mat,3380.3559958934784,4.20012,2.7947,3.5146398982429155,1.0199433333333332,-5.87015,-0.8370577625273619,3.89087,1.7532950689226765,3.060930179661666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-30-18_20.00 589_Charge6.mat,12051.780003681779,4.19995,3.39051,3.9004488780487807,1.00036,0.0,0.2289649593495935,25.02773,16.871020097560976,2.3467767298931674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-30-18_23.20 589_Mixed1_0degC_LGHG2.mat,6730.908995121717,4.20164,2.79858,3.651122470287616,1.0233466666666666,-5.27845,-0.4189331857123049,2.94444,0.2491142378773473,3.2656925761349873,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-13-18_19.44 567_Charge6.mat,12179.723003134131,4.19995,3.24099,3.8552778260869567,1.00036,0.0,0.2394327375201288,25.02773,19.558471497584538,2.478127313310695,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-14-18_01.08 567_Charge7.mat,12210.091999545693,4.19995,3.23593,3.856097067307692,1.00036,0.0,0.23781086538461543,24.92257,19.598921875,2.47282176626652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-14-18_06.42 567_Charge8.mat,12176.277004927397,4.19995,3.23694,3.8561529326923076,1.00036,0.0,0.23795001602564103,25.02773,19.578698942307692,2.4746288516431205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-14-18_10.06 571_Cap_1C.mat,3631.9150015711784,4.18748,2.79993,3.4470602173913045,0.0,-1.0003533333333332,-0.8125621557971013,9.14879,1.2464721467391304,2.4809439891518186,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-14-18_11.07 571_Charge10.mat,12194.631994888186,4.19995,3.24891,3.859969807692308,1.00036,0.0,0.23783137820512826,25.02773,19.36787615384615,2.4728187092968725,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-14-18_16.35 571_Charge11.mat,12062.802997604012,4.19995,3.37972,3.8993545145631066,1.00036,0.0,0.22890726537216827,25.02773,19.59113694174757,2.356955947327232,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-14-18_21.49 571_Charge12.mat,12056.984008848667,4.19995,3.3836,3.898662634146342,1.00036,0.0,0.22993669918699186,24.92257,19.557435463414635,2.356811489143646,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-15-18_13.39 571_Charge13.mat,12075.805994868279,4.19995,3.34432,3.889398640776699,1.00036,0.0,0.2299281067961165,25.02773,19.63146504854369,2.3676510760024656,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-15-18_18.57 571_Charge14.mat,12075.151995196939,4.19995,3.3482,3.890601213592233,1.00036,0.0,0.22923794498381878,25.13289,19.595221067961162,2.3605325539277495,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-16-18_00.35 571_Charge15.mat,12064.88100886345,4.19995,3.34702,3.8901052912621363,1.00036,0.0,0.22919656957928805,24.92257,19.56408140776699,2.359964270169,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-16-18_03.56 571_PausCycl_10degC_LGHG2.mat,2782.8869976103306,4.20484,3.8069,4.06115737271388,1.3826266666666667,-2.3948833333333335,-0.16102799707759932,9.8849,9.292547945456507,0.6914072885734309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-16-18_04.44 571_Charge16.mat,8817.483998090029,4.19995,4.07437,4.147076644736842,0.99951,0.0,0.04753116228070175,24.29162,17.774559276315788,0.3612024565601908,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-19-18_20.38 576_Charge1.mat,7504.573004320264,4.19995,4.18428,4.190352538461539,0.06640666666666667,0.0,0.001466974358974359,23.76583,16.722632307692308,0.008768345195548609,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-19-18_22.43 576_Cap_1C_10degC_LGHG2.mat,3705.84199950099,4.1922,2.79993,3.4886640266666666,0.0,-1.0003533333333332,-0.816015253333333,11.04165,10.0792348,2.542408335318043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-19-18_23.46 576_Charge2.mat,12227.148002386093,4.19995,3.14187,3.8306241148325357,0.99951,0.0,0.24113767145135567,24.81741,19.490051913875597,2.5196919036199894,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-20-18_07.19 576_Charge3.mat,12114.860993251204,4.19995,3.28633,3.8698701941747573,1.00036,0.0,0.2345816990291262,24.92257,19.494146165048544,2.4161194414613676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-20-18_10.41 576_HWFET_10degC_LGHG2.mat,5287.596998736262,4.19995,3.00018,3.6276937783199066,1.9998699999999998,-2.2935733333333332,-0.5490115850952507,10.41069,9.537561311509513,2.8067640890559415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-20-18_12.10 576_Charge4.mat,12093.85500177741,4.19995,3.30673,3.8763527184466016,0.99951,0.0,0.23327161812297734,24.81741,19.45994349514563,2.402338678775942,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-28-18_01.48 549_Dis_0p5C_25degC_LGHG2.mat,6549.302003905177,4.10828,2.79993,3.641757117117118,-0.49889999999999995,-0.49974999999999997,-0.4993824324324323,25.02773,24.16656801801802,2.725528557769325,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-28-18_07.09 549_Dis_2C_25degC_LGHG2.mat,1548.841005563736,3.92674,2.79993,3.476011851851852,-1.9989999999999999,-1.9998533333333333,-1.9996953086419753,27.86701,26.297422592592596,2.5810030085223916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-28-18_11.04 551_Charge1.mat,7541.716003417969,4.19995,4.18242,4.189736307692307,0.07832666666666667,0.0,0.0016961794871794874,24.0813,23.859664615384613,0.010752556439149193,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-28-18_13.10 551_Cap_1C_25degC_LGHG2.mat,3921.4690033346415,4.19271,2.79993,3.5200876826196477,0.0,-1.0003533333333332,-0.8262562552476909,25.44836,24.585112216624683,2.722249965096172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-28-18_14.16 551_Charge2.mat,12455.652003362775,4.19995,3.07394,3.807608356807512,1.00036,0.0,0.25422025039123636,25.02773,24.05168309859155,2.7070878347511407,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-28-18_22.11 551_Charge3.mat,12349.658995494246,4.19995,3.20205,3.8412405714285716,1.00036,0.0,0.24840580952380956,25.23805,24.085812333333333,2.608114722220679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-29-18_01.47 551_Charge4.mat,7543.952000141144,4.19979,4.18192,4.189452384615384,0.07917666666666666,0.0,0.001728923076923077,24.0813,23.83944176923077,0.01099880609625019,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-29-18_06.42 551_Charge5.mat,12314.258996397257,4.19995,3.21486,3.846510809523809,1.00036,0.0,0.24619228571428575,25.23805,24.085812095238094,2.584387602683706,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-29-18_11.15 551_Charge6.mat,12308.51300060749,4.19995,3.22633,3.8494512380952375,1.00036,0.0,0.24618415873015873,25.23805,24.031229619047615,2.584222865628381,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-29-18_16.50 551_Charge7.mat,12323.736997693777,4.19995,3.20391,3.8431206666666666,1.00036,0.0,0.2467881428571429,25.02773,24.06277728571429,2.5907746076299762,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-29-18_22.29 551_Charge8.mat,12317.984001338482,4.19995,3.21335,3.847288151658768,1.00036,0.0,0.24548943127962086,25.02773,24.06286549763033,2.5893332260873123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-30-18_01.54 552_Cap_1C_25degC_LGHG2.mat,3880.864003300667,4.18579,2.79993,3.5203401017811706,0.0,-1.0003533333333332,-0.8245711280746395,25.44836,24.599070229007634,2.688677955089947,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-30-18_03.00 552_Charge9.mat,12434.375001490116,4.19995,3.07529,3.8094176525821597,1.00036,0.0,0.2520898904538341,25.13289,24.080811830985915,2.684113978011324,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-30-18_08.31 552_Charge10.mat,12280.221995338798,4.19995,3.22515,3.848802440191388,1.00036,0.0,0.24519494417862842,25.23805,24.04809751196172,2.5620084340351306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-30-18_14.12 552_Charge11.mat,12270.198000222445,4.19995,3.2297,3.8503437320574165,1.00036,0.0,0.24475503987240826,25.23805,23.98671277511962,2.5572683478575153,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-30-18_19.38 552_Charge12.mat,12273.080000281334,4.19995,3.22734,3.849725215311005,1.00036,0.0,0.24467759170653908,25.13289,24.03753071770335,2.556499225391792,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-31-18_01.13 552_Charge13.mat,12260.011000558734,4.19995,3.22633,3.849352918660287,1.00036,0.0,0.24486094098883576,25.13289,24.098412679425838,2.5582447209240913,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-31-18_06.41 552_Charge14.mat,12276.758998632431,4.19995,3.22481,3.8490895693779907,1.00036,0.0,0.2447631100478469,25.13289,24.081305454545458,2.557453511695834,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-31-18_12.30 552_Charge15.mat,12284.205005317926,4.19995,3.21672,3.846523110047847,1.00036,0.0,0.24527645933014353,25.02773,24.00734162679426,2.5629159368489356,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-31-18_15.54 552_PausCycl_25degC_LGHG2.mat,6310.118992254138,4.20012,4.18394,4.192782752979261,0.22306,0.0,0.0029159719026536964,24.0813,23.691994879798155,0.015313031485090032,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,10-31-18_17.41 552_Charge16.mat,7360.021997988224,4.19979,0.0,4.161787421874999,0.03405333333333333,0.0,0.0005586979166666667,23.97615,23.7206440625,0.0032636348214419558,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-05-18_17.32 556_Charge1.mat,7575.3320049494505,4.19995,4.17922,4.188146717557252,0.08939333333333332,0.0,0.002060203562340967,38.48802,30.44700763358779,0.012860490336846562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-05-18_20.44 556_Charge2.mat,12369.767999276519,4.19995,3.04562,3.8032866037735853,1.00036,0.0,0.24870075471698114,38.48802,28.288142028301888,2.635520556978844,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-06-18_04.36 556_Charge3.mat,12287.456003576517,4.19995,3.20441,3.8438650717703347,1.00036,0.0,0.24338221690590112,38.38286,28.3696595215311,2.5431678197713388,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-06-18_08.01 556_HWFET_40degC_LGHG2.mat,5590.786995738745,4.19995,3.06119,3.6715936835986405,1.9998699999999998,-2.382966666666667,-0.5420676134263399,39.43445,38.75659185208371,2.938329973196927,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-06-18_09.35 556_Charge4.mat,12252.301999926567,4.19995,3.23138,3.8532883732057415,1.00036,0.0,0.24097878787878788,38.48802,28.290664928229667,2.5175707460134804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-06-18_15.45 556_Charge5.mat,12263.891999423504,4.19995,3.21014,3.8466579904306224,1.00036,0.0,0.2421356618819777,38.48802,28.380225693779902,2.529818583014366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-06-18_20.17 556_Charge6.mat,12240.80999828875,4.19995,3.22885,3.852469186602871,1.00036,0.0,0.24115803827751195,38.48802,28.324878851674644,2.5192827678617,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-07-18_01.47 556_Charge7.mat,12263.509995862842,4.19995,3.21351,3.8476785167464116,1.00036,0.0,0.24195232854864437,38.59318,28.292676842105262,2.5278976702186835,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-07-18_07.24 556_Charge8.mat,12258.425996080041,4.19995,3.2179,3.8506560476190477,1.00036,0.0,0.24054074603174602,38.59318,28.269618619047616,2.5251040135964233,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-07-18_10.49 557_Cap_1C_40degC_LGHG2.mat,3649.943006783724,4.18276,2.79993,3.4747952574525747,0.0,-1.0003533333333332,-0.8131682023486899,38.38286,5.088931815718158,2.496271142247431,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-07-18_11.51 557_Charge9.mat,12172.825997695327,4.19995,3.25532,3.8600320192307698,1.00036,0.0,0.23946863782051284,38.48802,27.57125288461539,2.490358212903575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-08-18_04.31 562_Mixed4_40degC_LGHG2.mat,1132.4240025132895,4.19995,3.91039,4.084711159177187,1.5162933333333333,-2.3310333333333335,-0.2009610738353786,23.45035,23.22493314734704,0.24895714497731533,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-08-18_04.51 562_Charge11.mat,8383.55099670589,4.19995,4.09814,4.153563263888889,0.8420066666666667,0.0,0.024583402777777773,23.97615,23.584722361111112,0.17676209578582552,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-08-18_07.11 562_Mixed5_40degC_LGHG2.mat,1308.4270007908344,4.20804,3.84769,4.094136411706273,1.99902,-3.36033,-0.17407612261531802,24.50194,24.214713924505237,0.34193222419069613,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-08-18_07.34 562_Charge12.mat,8329.62199933827,4.19995,4.09865,4.153792727272727,0.8471133333333333,0.0,0.02413606060606061,25.23805,24.19749314685315,0.17242281949885188,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-08-18_09.53 562_Mixed6_40degC_LGHG2.mat,1175.816997885704,4.21327,3.75768,4.093387426239265,1.7163633333333335,-4.38452,-0.19383501374599665,25.23805,24.175830800102034,0.3316261818673136,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-08-18_10.13 562_Charge13.mat,8350.675003230572,4.19995,4.09865,4.154064166666667,0.8071,0.0,0.023808819444444445,23.97615,23.145831875,0.17074111249697396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-08-18_12.33 562_Mixed7_40degC_LGHG2.mat,784.50599424541,4.19995,3.79122,4.069888134556575,1.7087033333333332,-4.35898,-0.29079143688413184,24.39678,23.794972212028544,0.19914184099412988,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
LGHG2,11-08-18_12.47 562_Charge14.mat,8339.276000484824,4.19995,4.09865,4.15387944055944,0.80029,0.0,0.023755011655011656,23.66067,23.022365034965034,0.1698390190809639,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
